"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Snph",4.52093329653945e-39,1.57637773477286,0.928,0.58,1.45958331478776e-34
"Slc6a1",4.66442458860659e-39,1.3916152090683,0.975,0.834,1.50590947843164e-34
"Gabrg2",4.95609374042272e-39,1.66716049890327,0.931,0.608,1.60007486409547e-34
"Id2",5.00748844162499e-39,1.67684401633187,0.925,0.674,1.61666764337863e-34
"Khdrbs3",5.47433255708562e-39,1.91159050038839,0.856,0.569,1.76738826605509e-34
"Ndufa2",5.77463052401873e-39,0.890603585226414,1,0.983,1.86433946467945e-34
"Eif4h",6.06973886323245e-39,1.09336459881849,0.984,0.939,1.9596151919946e-34
"Mical2",6.24121557206724e-39,2.69832538121563,0.746,0.315,2.01497644744191e-34
"Atp5g1",8.15854798654525e-39,0.962562605885425,0.997,0.972,2.63398721745613e-34
"Pnmal2",8.61975813504665e-39,1.60213658389218,0.962,0.685,2.78288891389981e-34
"Pi4ka",9.48155771604598e-39,1.34101059705734,0.956,0.768,3.06112090862544e-34
"Ids",9.76871151416314e-39,1.36281393871409,0.962,0.818,3.15382851234757e-34
"Rufy3",9.86823846790773e-39,1.31654088720476,0.975,0.729,3.18596078936401e-34
"Mff",1.07788886207927e-38,1.27422574923783,0.975,0.862,3.47996419122292e-34
"Gpi1",1.18713970548444e-38,0.998391448179062,1,0.956,3.83268053915651e-34
"Tbr1",1.32299936313277e-38,3.68550690812921,0.677,0.149,4.27130344387416e-34
"Rpl12",1.3351580739497e-38,0.876745587723701,1,0.989,4.31055784174662e-34
"Map1a",1.37865346298388e-38,1.24522364620746,0.978,0.901,4.45098270524345e-34
"Reep5",1.51319405843381e-38,1.03695169214488,0.991,0.956,4.88534701765357e-34
"Golga7b",1.59668715308595e-38,2.53522233191046,0.799,0.32,5.154904473738e-34
"Tom1l2",1.69681535722868e-38,1.53806467187391,0.934,0.685,5.4781683808128e-34
"Atp6ap1",2.11506458851437e-38,1.20518592475415,0.984,0.845,6.82848602401864e-34
"mt-Nd2",2.44451522752101e-38,0.707714743570827,1,1,7.89211741205157e-34
"Gde1",2.49784784384262e-38,1.17160849942674,0.975,0.906,8.0643017638459e-34
"Dynll2",2.60895284647764e-38,1.04897982854117,0.994,0.95,8.42300426485307e-34
"Tma7",3.73043520453654e-38,1.03095393919684,1,0.95,1.20437100578462e-33
"Nefl",3.76836775651622e-38,1.53711746147209,0.953,0.807,1.21661753019126e-33
"Rap1gds1",3.78899301897955e-38,1.2951522304995,0.981,0.834,1.22327639617755e-33
"Fam163b",4.11295007349538e-38,2.16501622024093,0.84,0.453,1.32786593122798e-33
"Pea15a",4.42948662471689e-38,0.962461256197291,1,0.956,1.43005975678985e-33
"Chd5",4.87439661088184e-38,2.09997111312636,0.871,0.359,1.5736989458232e-33
"Uba1",5.03290044436405e-38,1.2591991642574,0.966,0.834,1.62487190846293e-33
"Arl8a",5.29294186829375e-38,1.18911071150174,0.978,0.89,1.70882628217864e-33
"Prelid1",5.87335034202899e-38,1.32494491778609,0.966,0.796,1.89621115792406e-33
"Pclo",6.87161758333822e-38,1.66290730751752,0.906,0.58,2.21850173678074e-33
"Ntrk2",7.80633766035539e-38,1.07009207129783,0.984,0.901,2.52027611364574e-33
"Ndufa12",8.35001779812751e-38,1.05395209359917,0.984,0.972,2.69580324612547e-33
"Gprin1",8.55740791599115e-38,2.6212251258966,0.803,0.265,2.76275914567774e-33
"Enc1",1.09107716815145e-37,1.82670858720608,0.856,0.751,3.52254263737697e-33
"Camta2",1.13813371454433e-37,1.66861761956132,0.915,0.63,3.67446469740637e-33
"Slc25a3",1.18779425401777e-37,1.01269673874599,0.997,0.961,3.83479374909637e-33
"Cycs",1.2973429798454e-37,1.07479555599239,0.994,0.928,4.18847181043088e-33
"Jpt1",1.44683221343477e-37,1.66514571579154,0.906,0.53,4.67109780107415e-33
"Prrc2b",1.54572241587691e-37,1.27524604050493,0.962,0.801,4.9903648196586e-33
"Kcnmb4",1.63179512076074e-37,2.09163033631002,0.837,0.442,5.26825054737606e-33
"2210016L21Rik",1.81476013710291e-37,1.41036387819621,0.947,0.707,5.85895310263675e-33
"Uqcr10",2.16663664040976e-37,0.924183606176262,1,1,6.99498639356291e-33
"Rpl18",2.2150355953386e-37,0.849681825532309,1,0.994,7.15124241955068e-33
"Slc30a3",2.2269269744962e-37,3.60597510483234,0.683,0.188,7.18963373716097e-33
"Sdhb",2.44719870086512e-37,1.12615776083206,0.978,0.906,7.90078100574303e-33
"Rpl35a",2.84580242356009e-37,0.669375205033435,1,1,9.18767312446373e-33
"Adgrb2",2.92660791701928e-37,1.42549765588156,0.94,0.746,9.44855366009673e-33
"Pja1",3.98247834624722e-37,1.28096672727987,0.959,0.757,1.28574313408591e-32
"Tbca",4.17033195445083e-37,1.24731612490319,0.978,0.757,1.34639167149445e-32
"Ndufs2",4.47475860836654e-37,1.17079857283493,0.981,0.89,1.44467581671114e-32
"Pfdn5",5.33104377524496e-37,0.829030264734987,1,0.983,1.72112748283784e-32
"Ywhaq",5.36850606629361e-37,0.827372549852283,1,0.989,1.73322218350289e-32
"Dync1h1",5.5965097534552e-37,1.18682504243549,0.978,0.89,1.80683317390301e-32
"Rabac1",6.46602427688379e-37,1.05018956776598,0.991,0.967,2.08755593779193e-32
"Ndufv1",7.36195985431432e-37,1.19959228985047,0.981,0.812,2.37680873896538e-32
"Rnf157",9.71398636626966e-37,1.49781852233893,0.956,0.619,3.13616049835016e-32
"Tspan3",1.17604897679815e-36,0.912281462615391,1,0.989,3.79687412159282e-32
"Napg",1.24259506741157e-36,1.70993262059236,0.922,0.525,4.01171817513826e-32
"Pafah1b1",1.2701419906071e-36,1.16543846171731,0.984,0.89,4.10065341667501e-32
"Ldhb",1.44326679664551e-36,0.947320434582252,1,0.989,4.65958685297001e-32
"Rpl29",1.76767166445051e-36,0.799583900329681,0.997,0.989,5.70692796867846e-32
"Pitpnm1",2.00436834361927e-36,1.78861225994919,0.887,0.475,6.4711031973748e-32
"Tspan5",2.12709329256922e-36,1.66199309345658,0.912,0.613,6.86732069505973e-32
"B3gat3",2.36938177202084e-36,1.44838516253442,0.925,0.724,7.64954905096929e-32
"Glrb",2.43894752432452e-36,1.3518853375196,0.95,0.773,7.8741420822817e-32
"Dnajc5",2.47721631401417e-36,1.35494978801521,0.966,0.691,7.99769286979474e-32
"Necap1",2.55588823639373e-36,1.50040335463702,0.934,0.602,8.25168517119717e-32
"Rps16",2.61813491839292e-36,0.703177134482164,1,0.994,8.45264858403155e-32
"Higd2a",2.68355412629803e-36,1.11823656084209,0.969,0.895,8.6638544967532e-32
"Hnrnpa3",2.71247785599399e-36,1.14339856013425,0.978,0.878,8.7572347580766e-32
"Ppp2r2c",3.40476570201846e-36,1.27658471100964,0.959,0.862,1.09922860689666e-31
"Atp2b4",3.87415223478118e-36,2.4906492958232,0.796,0.293,1.2507700489991e-31
"Arf1",4.13505496179403e-36,0.999639343525005,0.997,0.923,1.3350024944152e-31
"Rpl22l1",4.23966421526343e-36,0.92918868458617,1,0.983,1.3687755918978e-31
"Uqcrc1",4.41658052974963e-36,1.09598759920787,0.991,0.901,1.42589302402967e-31
"Rpl37a",5.56974000260307e-36,0.646364208940955,1,1,1.7981905598404e-31
"Slc25a22",5.60139003184925e-36,1.54210346219725,0.918,0.685,1.80840877178253e-31
"Grk2",5.61621567226748e-36,1.59295529147469,0.912,0.63,1.81319522979156e-31
"Atxn7l3",6.7581853065529e-36,1.43431963579626,0.947,0.663,2.1818801262206e-31
"Sphkap",7.42270121219849e-36,2.48541980455224,0.809,0.26,2.39641908635828e-31
"Eid1",7.71135212869295e-36,1.18724707505139,0.969,0.823,2.48961003474852e-31
"Ppp2ca",7.95160293181579e-36,1.01539078040914,0.991,0.928,2.56717500653673e-31
"Syt5",8.24206115935955e-36,1.49894787201933,0.909,0.663,2.66094944529923e-31
"Cdipt",8.52841641735182e-36,1.48577566780567,0.94,0.635,2.75339924034203e-31
"Prkacb",9.31546978025017e-36,1.11389591130417,0.987,0.884,3.00749941855377e-31
"Mpped1",1.03518154715725e-35,2.67993293278915,0.737,0.287,3.3420836249972e-31
"Resp18",1.07644298480584e-35,1.93443826694868,0.878,0.497,3.47529617644564e-31
"Ctbp1",1.12896512895828e-35,1.17680140523901,0.975,0.807,3.64486391884182e-31
"Oaz1",1.28079344487452e-35,0.860315070811053,0.994,0.972,4.1350416367774e-31
"Ndufc1",1.58479409033664e-35,0.923296070707756,0.991,0.989,5.11650772065184e-31
"Grina",1.65584553505897e-35,0.980031817003741,0.997,0.961,5.34589730993788e-31
"Dlg4",1.68894166847843e-35,1.4985322894035,0.937,0.58,5.45274817668262e-31
"Eri3",1.8971234550889e-35,1.34755728849683,0.947,0.718,6.12486307475451e-31
"Rps18",1.91595601011703e-35,0.733634065074305,1,0.989,6.18566397866284e-31
"Dkk3",2.18100669666438e-35,2.35769171906369,0.765,0.414,7.04138012018097e-31
"Nisch",2.78904746317322e-35,0.985950060393148,0.987,0.901,9.00443973485473e-31
"Rusc2",2.92977331213094e-35,1.83610852412351,0.868,0.442,9.45877313821475e-31
"Kcnj3",3.13201589010936e-35,2.87359517787142,0.752,0.215,1.01117133012181e-30
"Psmb10",3.19937235982878e-35,2.12103272865419,0.846,0.354,1.03291736637072e-30
"Rtl8a",3.63459305417728e-35,1.06530544398762,0.984,0.917,1.17342836754114e-30
"Rab2a",3.76703421300439e-35,1.08538315344504,0.984,0.912,1.21618699566847e-30
"Shisa4",4.36095856668793e-35,1.57055164790016,0.915,0.63,1.4079354732552e-30
"Phyhipl",4.98599927153993e-35,1.21128813599052,0.978,0.901,1.60972986481667e-30
"Ywhaz",5.6213065991629e-35,1.00989530483853,1,0.967,1.81483883553974e-30
"Atp6v1d",7.27272506829758e-35,1.12732067756667,0.972,0.873,2.34799928829988e-30
"Tsc22d1",7.65038349506094e-35,1.09523483141647,0.984,0.912,2.46992631138042e-30
"Scrt1",8.56201840077259e-35,1.77080237548274,0.89,0.481,2.76424764068943e-30
"Gm1673",9.14213513275518e-35,1.08042639262289,0.987,0.862,2.95153832761001e-30
"Atcay",1.20497217736284e-34,1.77999581081913,0.897,0.475,3.89025267461594e-30
"Eef1g",1.25606425236791e-34,1.06462509975688,0.984,0.928,4.0552034387698e-30
"Gng13",1.31315252688011e-34,1.27606079408848,0.962,0.917,4.23951293303244e-30
"Ina",1.42712454623008e-34,1.60117157421838,0.912,0.624,4.6074715975038e-30
"Ndufv3",1.48792947854512e-34,0.964587641250798,0.991,0.95,4.80378032148292e-30
"Pfkp",1.63515688587443e-34,1.31545869194912,0.956,0.773,5.27910400604559e-30
"Ndrg2",1.75218636300481e-34,0.944696369118413,1,0.95,5.65693367296104e-30
"Idh3b",1.90154725598241e-34,1.11500216182447,0.978,0.862,6.1391453159392e-30
"Crmp1",2.33003545016493e-34,1.50052611107537,0.937,0.635,7.52251945085748e-30
"Asap1",2.43846404116122e-34,2.19654780279124,0.803,0.387,7.87258115688899e-30
"Pde4a",2.54037441698288e-34,1.86304801310318,0.856,0.481,8.20159880522921e-30
"Uba52",2.79034367329621e-34,0.822845175308963,1,0.978,9.00862454923682e-30
"Rps10",3.01813554254186e-34,0.691317497122932,1,1,9.7440505990964e-30
"Ppp1r9b",3.13933284950129e-34,1.10262966489161,0.984,0.834,1.01353361046149e-29
"Ldha",3.58118175609775e-34,1.15836226831526,0.978,0.906,1.15618452995616e-29
"Tmem130",3.90208293212559e-34,1.82592185064595,0.89,0.519,1.25978747463675e-29
"Rps11",4.02717501354125e-34,0.738871611631061,1,1,1.30017345312179e-29
"Slc12a5",4.49507167989233e-34,1.15647873214853,0.981,0.796,1.45123389185324e-29
"Rps4x",4.7906510315233e-34,0.769028336215389,1,0.994,1.5466616855273e-29
"Cntn1",5.44723610216738e-34,1.18477848387144,0.981,0.851,1.75864017558474e-29
"Mgrn1",6.31987821754029e-34,1.25282260120973,0.962,0.729,2.04037268253288e-29
"Pld3",6.51000859867428e-34,1.2092461044523,0.969,0.845,2.10175627608199e-29
"Sqstm1",6.78333924072271e-34,1.08565355428643,0.987,0.895,2.19000107386733e-29
"Car10",6.81579198443375e-34,3.69388184972325,0.727,0.116,2.20047844217444e-29
"Ndufb11",8.18892034070051e-34,0.931744057904371,0.997,0.939,2.64379293199516e-29
"Hsbp1",8.95469498230625e-34,0.950063040786312,0.994,0.956,2.89102327503757e-29
"Kcnc1",9.80794840057786e-34,1.88724700706124,0.856,0.497,3.16649614112656e-29
"Psmc5",1.11486108728039e-33,1.21449448255063,0.944,0.812,3.59932902028475e-29
"Map4",1.23055488733502e-33,1.03783879312779,0.972,0.923,3.97284645376113e-29
"Stac2",1.37149852143777e-33,2.78204255000389,0.749,0.243,4.42788297646186e-29
"Nrcam",1.54585629596582e-33,1.54879692586149,0.906,0.564,4.99079705152564e-29
"Ttc7b",1.61068650732755e-33,1.51633400987177,0.931,0.597,5.200101388907e-29
